period,name,change_type,new_code9,mother_or_old_name,old_code9,legal_basis,remarks,sheet,level
January - March 1991,"Bgy. Maitim 2nd Central, Tagaytay City, Cavite",Newly created barangay,,,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Mendez Crossing East, Tagaytay City, Cavite",Newly created barangay,,Bgy. Mendez Crossing West,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Patutong Malaki North, Tagaytay City, cavite",Newly created barangay,,Bgy. Patutong Malaki South,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Silang Junction North, Tagaytay City, Cavite",Newly created barangay,,Bgy. Silang Junction South,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Sungay North, Tagaytay City, Cavite",Newly created barangay,,Bgy. Sungay South,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Tolentino East, Tagaytay City, Cavite",Newly created barangay,,Bgy. Tolentino west,,,"January 27, 1991",1977-2000,
January - March 1991,"Bgy. Manoot, Rizal, Occidental Mindoro",Newly created barangay,,,,,"February 17, 1991",1977-2000,
January - March 1991,"Bgy. Masikap, Real, Quezon",Newly created barangay,,,,,"January 13, 1991",1977-2000,
January - March 1991,"Bgy. Muntingdilaw, Antipolo, Rizal",Newly created barangay,,,,,"March 10, 1991",1977-2000,
January - March 1991,"Bgy. Malaking-Ilog, San Pascual, Masbate",Newly created barangay,,,,,"March 17, 1991",1977-2000,
January - March 1991,"Bgy. Tampalan, Isabela, Basilan",Newly created barangay,,,,,"January 13, 1991",1977-2000,
January - March 1991,"Bgy. Sungkayot, Tipo-Tipo, Basilan",Newly created barangay,,,,,"March 31, 1991",1977-2000,
January - March 1991,"Bgy. Anonang, Dumalinao, Zamboanga del sur",Newly created barangay,,,,,"January 20, 1991",1977-2000,
January - March 1991,"Bgy. Poblacion II, Remedios T. Romualdez, Agusan del Norte",Newly created barangay,,,,,"March 17, 1991",1977-2000,
January - March 1991,"Bgy. Datu Daligasao, Sta. Maria, Davao del Sur",Newly created barangay,,,,,"March 16, 1991",1977-2000,
January - March 1991,"Bgy. Datu Intan, Sta. Maria, Davao del Sur",Newly created barangay,,,,,"March 16, 1991",1977-2000,
January - March 1991,"Bgy. Kinilidan, Sta. Maria, Davao del Sur",Newly created barangay,,,,,"March 16, 1991",1977-2000,
January - March 1991,"Bgy. Maan, T'boli, South Cotabato",Newly created barangay,,,,,"January 20, 1991",1977-2000,
January - March 1991,"Bgy. Mongocayo, T'boli, South Cotabato",Newly created barangay,,,,,"January 20, 1991",1977-2000,
January - March 1991,"Bgy. Batomelong, Gen. Santos City, South Cotabato",Newly created barangay,,,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Calumpang, Gen. Santos City, South Cotabato",Newly created barangay,,,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. City Heights, Gen. Santos City, South Cotabato",Newly created barangay,,,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Fatima, Gen. Santos City, South Cotabato",Newly created barangay,,,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Olympog, Gen. Santos City, South Cotabato",Newly created barangay,,,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Dadiangas North, Gen. Santos City, South Cotabato",Newly created barangay,,Bgy. Dadiangas,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Dadiangas West, Gen. Santos City, South Cotabato",Newly created barangay,,Bgy. Dadiangas,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. Dadiangas South, Gen. Santos City, South Cotabato",Newly created barangay,,Bgy. Dadiangas,,,"February 24, 1991",1977-2000,
January - March 1991,"Bgy. B. Cadungon, Antipas, North Cotabato",Newly created barangay,,,,,"January 13, 1991",1977-2000,
January - March 1991,"Bgy. Datu Agod, Antipas, North Cotabato",Newly created barangay,,,,,"March 17, 1991",1977-2000,
January - March 1991,"Bgy. Bulod, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,,,1977-2000,
January - March 1991,"Bgy. Maullangao, Tinglayan, Kalinga-Apayao",Deleted barangay,,,,Deleted per recommendation of the PLCOO of Kalinga-Apayao and with the approval from the Regional Office.,"Deleted: March 31, 1991",1977-2000,
January - March 1991,"Municipaliy of Sasmuan, Pampanga",Renamed municipality,,Municipality of Sexmoan,,"Renamed pursuant to RA No. 6979 dated January 15, 1991",,1977-2000,
January - March 1991,"Bgy. Tubod, Aloran, Misamis Occidental",Renamed barangay,,Bgy. Juan Bacayo,,"Renamed per letter dated February 26, 1991 of Dir. Jaime L. Madriano",,1977-2000,
April - June 1991,"Municipality of General S. K. Pendatun, Maguindanao",New municipality,,Municipality of Buluan,,"MMA Act No. 3 dtd. January 26, 1991","April 7, 1991",1977-2000,
April - June 1991,"Bgy. Bulod, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,Additional barangays created upon the creation of the Municipality of General S. K. Pendatun.,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Kaladturan, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Lower Idtig, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Makainis, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Upper Idtig, General S. K. Pendatun, Maguindanao",Newly created barangay,,,,,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Badak, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Damakling, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Damalusay, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Kulasi, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Lao-Lao, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Lasangan, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Lumabao, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Midconding, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Midpandacan, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Paglat, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Panosolen, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Ramcor, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Tonggol, General S. K. Pendatun, Maguindanao",Transferred barangay,,Municipality of Buluan,,MMA Act No. 3,"April 7, 1991",1977-2000,
April - June 1991,"Bgy. Alacan, San Fabian, Pangasinan",Newly created barangay,,Bgy. Mabilao,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Amangonan-Parac-Parac Fabrica, San Fabian, Pangasinan",Newly created barangay,,Bgy. Longos,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Cabaruan, San Fabian, Pangasinan",Newly created barangay,,Bgy. Angio,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Inmalog Norte, San Fabian, Pangasinan",Newly created barangay,,Bgy. Inmalog,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Longos Proper, San Fabian, Pangasinan",Newly created barangay,,Bgy. Longos,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Tiblong, San Fabian, Pangasinan",Newly created barangay,,Bgy. Rabon,,"SP Ord. No. 10 dtd. January 7,1991","March 24, 1991",1977-2000,
April - June 1991,"Bgy. Duale, Limay, Bataan",Newly created barangay,,Bgy. Townsite,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Francisco de Asis, Limay, Bataan",Newly created barangay,,Bgy. Reformista,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Fatima, Pantabangan, Nueva Ecija",Newly created barangay,,Bgy. Liberty,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Burol I, Dasmariñas, Cavite",Newly created barangay,,Bgy. Burol,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Burol II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Burol,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Burol III, Dasmariñas, Cavite",Newly created barangay,,Bgy. Burol,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Emmanuel Bergado I, Dasmariñas, Cavite",Newly created barangay,,Bgy. Emmanuel Bergado,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Fatima II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Fatima I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Fatima III, Dasmariñas, Cavite",Newly created barangay,,Bgy. Fatima I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Langkaan II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Langkaan I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Luzviminda II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Luzviminda I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Paliparan II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Paliparan I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Paliparan III, Dasmariñas, Cavite",Newly created barangay,,Bgy. Paliparan I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Salitran II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Salitran I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Salitran III, Dasmariñas, Cavite",Newly created barangay,,Bgy. Salitran I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Salitran IV, Dasmariñas, Cavite",Newly created barangay,,Bgy. Salitran I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sampaloc II, Dasmariñas, Cavite",Newly created barangay,,Bgy. Sampaloc I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sampaloc III, Dasmariñas, Cavite",Newly created barangay,,Bgy. Sampaloc I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sampaloc IV, Dasmariñas, Cavite",Newly created barangay,,Bgy. Sampaloc I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Agustin II, Dasmariñas, Cavite",Newly created barangay,,Bgy. San Agustin I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Agustin III, Dasmariñas, Cavite",Newly created barangay,,Bgy. San Agustin I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Andres II, Dasmariñas, Cavite",Newly created barangay,,Bgy. San Andres I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Antonio  de Padua II, Dasmariñas, Cavite",Newly created barangay,,Bgy. San Antonio de Padua I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Francisco II, Damarñas, Cavite",Newly created barangay,,Bgy. San Francisco I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Isidro Labrador II, Damarñas, Cavite",Newly created barangay,,Bgy. San Isidro Labrador I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Lorenzo Ruiz II, Damarñas, Cavite",Newly created barangay,,Bgy. San Lorenzo Ruiz I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Luis II, Damarñas, Cavite",Newly created barangay,,Bgy. San Luis I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Manuel II, Damarñas, Cavite",Newly created barangay,,Bgy. San Manuel I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Miguel II, Damarñas, Cavite",Newly created barangay,,Bgy. San Miguel I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. San Nicolas II, Damarñas, Cavite",Newly created barangay,,Bgy. San Nicolas I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. St. Peter II, Damarñas, Cavite",Newly created barangay,,Bgy. St. Peter I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sta. Cristina II, Damarñas, Cavite",Newly created barangay,,Bgy. Sta. Cristina I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sta. Cruz II, Damarñas, Cavite",Newly created barangay,,Bgy. Sta. Cruz I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Sto. Niño II, Damarñas, Cavite",Newly created barangay,,Bgy. Sto. Niño I,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Zone I-B, Damarñas, Cavite",Newly created barangay,,Bgy. Zone I-A,,,"May 5, 1991",1977-2000,
April - June 1991,"Bgy. Tuban, Sablayan, Occidental Mindoro",Newly created barangay,,Bgy. Arellano,,,"May 26, 1991",1977-2000,
April - June 1991,"Bgy. Conccepcion, Mabini, Bohol",Renamed barangay,,Bgy. Banlas,,"Renamed per SP Resolution No. 79 series of 1991 dtd. March 22, 1991 of Tagbilaran City.",,1977-2000,
July - September 1991,"Bgy. Sta. Rosa, Abulug, Cagayan",Newly created barangay,,Bgy. Lucban,,,"July 28, 1991",1977-2000,
July - September 1991,"Bgy. Caridad, Cabanatuan City, Nueva Ecija",Newly created barangay,,Bgy. Villa Ofelia,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Magsaysay South, Cabanatuan City, Nueva Ecija",Newly created barangay,,Bgy. Magsaysay,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Maria Theresa, Cabanatuan City, Nueva Ecija",Newly created barangay,,Bgy. Dicarma,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Sangitan East, Cabanatuan City, Nueva Ecija",Newly created barangay,,Bgy. Sangitan,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Sumacab South, Cabanatuan city, Nueva Ecija",Newly created barangay,,Bgy. Sumacab Norte,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Esperanza Ibaba, Alfonso, Cavite",Newly created barangay,(mother),Bgy. Esperanza,,,"June 23, 1991",1977-2000,
July - September 1991,"Bgy. Esperanza Ilaya, Alfonso, Cavite",Newly created barangay,,Bgy. Esperanza,,,"June 23, 1991",1977-2000,
July - September 1991,"Bgy. Mangas I, Alfonso, Cavite",Newly created barangay,(mother),Bgy. Mangas,,,"June 23, 1991",1977-2000,
July - September 1991,"Bgy. Mangas II, Alfonso, Cavite",Newly created barangay,,Bgy. Mangas,,,"June 23, 1991",1977-2000,
July - September 1991,"Bgy. Bilog, Alfonso, Cavite",Newly created barangay,,Bgy. Sinaliw na Munti,,,"July 14, 1991",1977-2000,
July - September 1991,"Bgy. Banaba, Silang, Cavite",Newly created barangay,,Bgy. Bulihan,,,"May 5, 1991",1977-2000,
July - September 1991,"Bgy. Ipil II, Silang, Cavite",Newly created barangay,,Bgy. Ipil I,,,"May 5, 1991",1977-2000,
July - September 1991,"Bgy. Malaking Tatyao, Silang, Cavite",Newly created barangay,,Bgy. Iba,,,"May 5, 1991",1977-2000,
July - September 1991,"Bgy. Poblacion I-A, Ternate, Cavite",Newly created barangay,,Bgy. Poblacion I,,,"April 14, 1991",1977-2000,
July - September 1991,"Bgy. San Juan II, Ternate, Cavite",Newly created barangay,,Bgy. San Juan,,,"April 14, 1991",1977-2000,
July - September 1991,"Bgy. Sapang II, Ternate, Cavite",Newly created barangay,,Bgy. Sapang,,,"April 14, 1991",1977-2000,
July - September 1991,"Bgy. Culandanum, Aborlan, Palawan",Newly created barangay,,Bgy. Apurawan,,,"August 25, 1991",1977-2000,
July - September 1991,"Bgy. San Isidro, Santa Maria (Imelda), Romblon",Newly created barangay,,Bgy. Concepcion Norte,,,"June 23, 1991",1977-2000,
July - September 1991,"Bgy. Ilawod, Bato, Catanduanes",Newly created barangay,,Bgy. Poblacion,,,"August 18, 1991",1977-2000,
July - September 1991,"Bgy. Luan, Tomas Oppus, Southern Leyte",Newly created barangay,,Bgy. Maanyag,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Mapgap, Tomas Oppus, Southern Leyte",Newly created barangay,,Bgy. Anahawan,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Kamamburingan, Tipo-Tipo, Basilan",Newly created barangay,,Bgy. Pipil,,,"June 16, 1991",1977-2000,
July - September 1991,"Bgy. Ali Alsree, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. Kulambugan,,,"June 30, 1991",1977-2000,
July - September 1991,"Bgy. Malubal, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. Siawang,,,"June 30, 1991",1977-2000,
July - September 1991,"Bgy. Palmera, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. Silingan,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. Perfecto, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. San Fernandino,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. Remedios, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. San Fernandino,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. Santo Rosario, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. Silingan,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. Taruc, Roseller Lim, Zamboanga del Sur",Newly created barangay,,Bgy. Siawang,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. Gumahan, Josefina, Zamboanga del Sur",Newly created barangay,,Bgy. Upper Bagong Tudela,,,1991-07-14 00:00:00,1977-2000,
July - September 1991,"Bgy. Sto. Niño, Tungawan, Zamboanga del sur",Newly created barangay,,Bgy. Lower Tungawan,,,1991-06-15 00:00:00,1977-2000,
July - September 1991,"Bgy. Tigpalay , Tungawan, Zamboanga del Sur",Newly created barangay,,Bgy. San Pedro,,,1991-06-15 00:00:00,1977-2000,
July - September 1991,"Bgy. Little Margos, Tungawan, Zamboanga del Sur",Newly created barangay,,Bgy. San Isidro & Loboc,,,1991-07-07 00:00:00,1977-2000,
July - September 1991,"Bgy. Gaycon, Tungawan, Zamboanga del Sur",Newly created barangay,,Bgy. Baluran & Libertad,,,1991-07-07 00:00:00,1977-2000,
July - September 1991,"Bgy. Kolambugan, Sibagat, Agusan del Sur",Newly created barangay,,Bgy. Padiay,,,"April 28,1991",1977-2000,
July - September 1991,"Bgy. San Vicente ferrer, Kalilangan,  Bukidnon",Newly created barangay,,Bgy. Malinao,,,1991-06-30 00:00:00,1977-2000,
July - September 1991,"Bgy. San Antonio, mabini, Davao del Norte",Newly created barangay,,Bgy. Bgy Pindasan,,,"June 30,1991",1977-2000,
July - September 1991,"Bgy. New Casay, Panabo, Davao del Norte",Newly created barangay,,Bgy. Dujali,,,"July 28,1991",1977-2000,
July - September 1991,"Bgy. Kihan, Malapatan, South Cotabato",Newly created barangay,,Bgy. Daan Suan,,,1991-06-16 00:00:00,1977-2000,
July - September 1991,"Bgy. Sajaneba, Sto. Niño, South cotabato",Newly created barangay,,Bgy.Poblacion & Teresita,,,"June 2,1991",1977-2000,
July - September 1991,"Bgy. Danlag, Tampakan, South Cotabato",Newly created barangay,,Bgy. Liberty,,,1991-05-05 00:00:00,1977-2000,
July - September 1991,"Bgy. Tasiman, Lake Sebu, South Cotabato",Newly created barangay,,Bgy. Lampugon,,,"Augost 18, 1991",1977-2000,
July - September 1991,"Bgy. Cannery Site, Polomolok, South Cotabato",Newly created barangay,,Bgy.Poblacion,,,"Augost 18, 1991",1977-2000,
